City,Date,lat,lon
Sacramento,5/4/2013,38.5815719,-121.4943996
Huntington Beach,5/4/2013,33.660297,-117.9992265
Sacramento,5/5/2013,38.5815719,-121.4943996
Corralitos,5/5/2013,36.988562,-121.8063418
San Francisco,5/7/2013,37.7749295,-122.4194155
Santee,5/7/2013,32.8383828,-116.9739167
Palm Desert,5/8/2013,33.7222445,-116.3744556
Upper Lake,5/8/2013,39.1646129,-122.9105515
Laguna Niguel,5/9/2013,33.5225261,-117.7075526
Los Angeles,5/10/2013,34.0522342,-118.2436849
Norwalk,5/10/2013,33.9022367,-118.081733
Los Angeles,5/11/2013,34.0522342,-118.2436849
Granite Bay,5/11/2013,38.7632345,-121.1638361
South Gate,5/11/2013,33.954737,-118.2120161
Irvine,5/11/2013,33.6839473,-117.7946942
San Francisco,5/12/2013,37.7749295,-122.4194155
San Diego,5/12/2013,32.715738,-117.1610838
Oxnard,5/13/2013,34.1975048,-119.1770516
San Diego,5/13/2013,32.715738,-117.1610838
Fresno,5/15/2013,36.7468422,-119.7725868
Pala,5/16/2013,33.3652166,-117.0764739
Clovis,5/16/2013,36.8252277,-119.7029194
North Hollywood,5/18/2013,34.187044,-118.3812562
West Sacramento,5/18/2013,38.5804609,-121.530234
Oakley,5/19/2013,37.9974219,-121.7124536
Paso Robles,5/19/2013,35.6368759,-120.6545022
Oceanside,5/20/2013,33.1958696,-117.3794834
Fall River Mills,5/20/2013,41.0046076,-121.4383139
Hayward,5/22/2013,37.6688205,-122.0807964
Sacramento,5/22/2013,38.5815719,-121.4943996
Los Angeles,5/23/2013,34.0522342,-118.2436849
Palm Desert,5/24/2013,33.7222445,-116.3744556
Santa Barbara,5/24/2013,34.4208305,-119.6981901
Borrego Springs,5/25/2013,33.2558717,-116.375012
Lake Shasta,5/25/2013,40.6804279,-122.3708419
Orange,5/26/2013,33.7877944,-117.8531119
Sacramento,5/26/2013,38.5815719,-121.4943996
Porterville,5/27/2013,36.06523,-119.0167679
San Luis Obispo,5/28/2013,35.2827524,-120.6596156
Moorpark,5/28/2013,34.285558,-118.8820414
Palmdale,5/29/2013,34.5794343,-118.1164613
La Mirada,5/29/2013,33.9172357,-118.0120086
Chino Hills,5/29/2013,33.9898188,-117.7325848
San Francisco,5/30/2013,37.7749295,-122.4194155
Sacramento,5/30/2013,38.5815719,-121.4943996
Point Richmond,5/30/2013,37.9236958,-122.3890025
Tracy,5/31/2013,37.7396513,-121.4252227
Sacramento,5/31/2013,38.5815719,-121.4943996
Fresno,5/31/2013,36.7468422,-119.7725868
Los Banos (near; on Interstate 5),5/31/2013,36.778261,-119.4179324
Cloverdale,6/1/2013,38.8054624,-123.0172227
Sacramento,6/1/2013,38.5815719,-121.4943996
Citrus Heights,6/1/2013,38.7071247,-121.2810611
Long Beach,6/1/2013,33.7700504,-118.1937395
Fresno,6/2/2013,36.7468422,-119.7725868
Los Angeles,6/3/2013,34.0522342,-118.2436849
Bakersfield,6/3/2013,35.3732921,-119.0187125
Los Angeles,6/3/2013,34.0522342,-118.2436849
Sylmar,6/3/2013,34.3058279,-118.4571974
San Francisco,6/6/2013,37.7749295,-122.4194155
W. Sacramento,6/6/2013,38.5804609,-121.530234
Coloma,6/6/2013,38.7999214,-120.8902916
Napa,6/8/2013,38.2975381,-122.286865
San Jose,6/8/2013,37.3382082,-121.8863286
Cayucoc,6/9/2013,35.4427511,-120.8921254
City Height,6/9/2013,32.7459058,-117.1058848
Rancho Mirage,6/10/2013,33.739744,-116.41279
San Diego,6/11/2013,32.715738,-117.1610838
Pittsburg,6/12/2013,38.0279762,-121.8846806
Citrus Heights,6/12/2013,38.7071247,-121.2810611
San Luis Obispo,6/13/2013,35.2827524,-120.6596156
Palm Desert,6/13/2013,33.7222445,-116.3744556
Santa Cruz,6/13/2013,36.9741171,-122.0307963
Thousand Oaks,6/14/2013,34.1705609,-118.8375937
Firebaugh,6/14/2013,36.8588376,-120.4560072
Garden Grove,6/15/2013,33.7739053,-117.9414477
Menifee,6/15/2013,33.6971468,-117.185294
Merced,6/15/2013,37.3021632,-120.4829677
Blythe,6/19/2013,33.6177725,-114.5882607
Long Beach,6/19/2013,33.7700504,-118.1937395
West Sacramento,6/19/2013,38.5804609,-121.530234
Westminster,6/20/2013,33.7513419,-117.9939921
El Cajon,6/21/2013,32.7947731,-116.9625269
San Francisco,6/21/2013,37.7749295,-122.4194155
West Sacramento,6/21/2013,38.5804609,-121.530234
Mt. Shasta,6/22/2013,41.3098746,-122.3105666
Yorba Linda,6/22/2013,33.8886259,-117.8131125
Los Angeles,6/22/2013,34.0522342,-118.2436849
Citrus Heights,6/22/2013,38.7071247,-121.2810611
San Bernardino,6/22/2013,34.1083449,-117.2897652
Eureka,6/22/2013,40.8020712,-124.1636729
Santee,6/23/2013,32.8383828,-116.9739167
Big Bear,6/23/2013,34.2611183,-116.84503
Seal Beach,6/23/2013,33.7414064,-118.1047866
Los Angeles,6/23/2013,34.0522342,-118.2436849
Baker,6/23/2013,35.2675155,-116.0739073
Palo Alto,6/25/2013,37.4418834,-122.1430195
Hemet,6/25/2013,33.7475203,-116.9719684
Temecula,6/25/2013,33.4936391,-117.1483648
Escalon,6/26/2013,37.7974273,-120.9966033
Santa Cruz,6/26/2013,36.9741171,-122.0307963
Alpine,6/27/2013,32.8350521,-116.7664109
Covina,6/28/2013,34.0900091,-117.8903397
Kelseyville,6/29/2013,38.9779531,-122.8394375
Hacienda Heights,6/30/2013,33.9930677,-117.9686755
San Francisco,6/30/2013,37.7749295,-122.4194155
Monterey,7/2/2013,36.6002378,-121.8946761
Napa,7/2/2013,38.2975381,-122.286865
Berkeley,7/3/2013,37.8715926,-122.272747
Riverbank,7/3/2013,37.7360396,-120.9354895
Kerman,7/3/2013,36.7235572,-120.059879
South Gate,7/3/2013,33.954737,-118.2120161
Loma Rica,7/4/2013,39.3118348,-121.4177419
Orange,7/4/2013,33.7877944,-117.8531119
Los Angeles,7/4/2013,34.0522342,-118.2436849
Modesto,7/4/2013,37.6390972,-120.9968782
Temecula,7/4/2013,33.4936391,-117.1483648
San Anselmo,7/4/2013,37.9746458,-122.5616448
Scotts Valley,7/4/2013,37.0510595,-122.0146841
Elk Grove,7/4/2013,38.4087993,-121.3716178
Redding,7/4/2013,40.5865396,-122.3916754
W. Sacramento,7/5/2013,38.5804609,-121.530234
Simi Valley,7/5/2013,34.2694474,-118.781482
Mojave,7/5/2013,35.0524699,-118.1739645
Carlsbad,7/6/2013,33.1580933,-117.3505939
San Diego,7/7/2013,32.715738,-117.1610838
Sacramento,7/8/2013,38.5815719,-121.4943996
Manhattan Beach,7/9/2013,33.8847361,-118.4109089
Elk Grove,7/10/2013,38.4087993,-121.3716178
Blythe,7/10/2013,33.6177725,-114.5882607
San Marcos,7/10/2013,33.1433723,-117.1661449
Anaheim,7/12/2013,33.8352932,-117.9145036
W. Sacramento,7/12/2013,38.5804609,-121.530234
Elk Grove,7/12/2013,38.4087993,-121.3716178
Chatsworth,7/13/2013,34.2506356,-118.61481
Valley Village,7/13/2013,34.1633045,-118.3841777
Eastvale,7/13/2013,33.952463,-117.5848025
Irvine,7/15/2013,33.6839473,-117.7946942
Daly City/Pacifica,7/15/2013,37.6577774,-122.4325931
Taft,7/15/2013,35.1424671,-119.4565078
Shasta Lake,7/16/2013,40.6804279,-122.3708419
San Rafael/Novato,7/16/2013,38.10252,-122.4994415
W. Sacramento,7/16/2013,38.5804609,-121.530234
Baldwin Park,7/16/2013,34.0852868,-117.9608978
South Gate,7/17/2013,33.954737,-118.2120161
Oroville,7/17/2013,39.5137752,-121.556359
Selma,7/17/2013,36.5707838,-119.6120765
Mission Viejo,7/18/2013,33.6000232,-117.6719953
Temecula,7/18/2013,33.4936391,-117.1483648
Roseville,7/19/2013,38.7521235,-121.2880059
Susanville,7/20/2013,40.4162842,-120.6530063
El Monte,7/20/2013,34.0686206,-118.0275667
West Point,7/20/2013,38.3990786,-120.527426
Santa Monica,7/20/2013,34.0194543,-118.4911912
Pico Rivera,7/20/2013,33.9830688,-118.096735
Lancaster,7/22/2013,34.6867846,-118.1541632
Moreno Valley,7/23/2013,33.9424658,-117.2296717
Pinon,7/24/2013,34.433237,-117.6467917
Castiac,7/24/2013,34.4890363,-118.6256552
Auburn,7/26/2013,38.8965654,-121.0768901
Acton,7/26/2013,34.469994,-118.1967418
San Marcos,7/26/2013,33.1433723,-117.1661449
Van Nuys,7/27/2013,34.1898566,-118.451357
Anaheim,7/27/2013,33.8352932,-117.9145036
Lemoore,7/27/2013,36.3007835,-119.7829107
El Dorado Hills,7/27/2013,38.6857367,-121.082167
Oakland,7/29/2013,37.8043637,-122.2711137
Riverside,7/31/2013,33.9533487,-117.3961564
San Ramon,7/31/2013,37.7799273,-121.9780153
Elk Grove,7/31/2013,38.4087993,-121.3716178
Commerce,7/31/2013,34.0005691,-118.1597929
Cathedral City,8/1/2013,33.7805388,-116.4668036
San Francisco,8/1/2013,37.7749295,-122.4194155
Hesperia,8/1/2013,34.4263886,-117.3008784
Sacramento,8/2/2013,38.5815719,-121.4943996
Panoche (near; on I-5),8/3/2013,36.778261,-119.4179324
San Diego,8/3/2013,32.715738,-117.1610838
Cayucos,8/3/2013,35.4427511,-120.8921254
Monrovia,8/3/2013,34.1442616,-118.0019482
Fresno,8/3/2013,36.7468422,-119.7725868
San Jose,8/3/2013,37.3382082,-121.8863286
Clovis,8/4/2013,36.8252277,-119.7029194
Santa Barbara,8/4/2013,34.4208305,-119.6981901
Turlock,8/5/2013,37.4946568,-120.8465941
Los Angeles,8/6/2013,34.0522342,-118.2436849
Lawndale,8/6/2013,33.887237,-118.3525744
Rancho Cucamonga,8/6/2013,34.1063989,-117.5931084
Desert Center,8/7/2013,33.7133313,-115.4004287
Redondo Beach,8/7/2013,33.8491816,-118.3884078
Tustin,8/8/2013,33.7458511,-117.826166
San Diego,8/8/2013,32.715738,-117.1610838
Los Angeles,8/8/2013,34.0522342,-118.2436849
Merced,8/9/2013,37.3021632,-120.4829677
Merced,8/9/2013,37.3021632,-120.4829677
Sacramento,8/10/2013,38.5815719,-121.4943996
San Jose,8/11/2013,37.3382082,-121.8863286
Folsom,8/12/2013,38.6779591,-121.1760583
Yucaipa,8/12/2013,34.033625,-117.0430865
Salinas (~1 hour past; on Hwy 101),8/12/2013,36.778261,-119.4179324
Lincoln,8/12/2013,38.891565,-121.2930079
Hanford,8/12/2013,36.3274502,-119.6456844
San Diego (north of),8/13/2013,32.715738,-117.1610838
San Diego,8/13/2013,32.715738,-117.1610838
Lakewood,8/13/2013,33.8536269,-118.1339563
Corte Madera,8/13/2013,37.9254806,-122.5274755
Tahoe City,8/14/2013,39.1446803,-120.1762494
Bakersfield,8/14/2013,35.3732921,-119.0187125
Mission Viejo,8/15/2013,33.6000232,-117.6719953
Santa Clara,8/16/2013,37.3541079,-121.9552356
Bakersfield,8/16/2013,35.3732921,-119.0187125
Ceres,8/16/2013,37.5949316,-120.9577098
San Diego (Pacific Beach),8/17/2013,32.8024577,-117.2355851
San Marcos,8/17/2013,33.1433723,-117.1661449
San Gabriel,8/17/2013,34.0961111,-118.1058333
La Mesa,8/18/2013,32.7678287,-117.0230839
Ontario,8/18/2013,34.0633443,-117.6508876
Temecula,8/18/2013,33.4936391,-117.1483648
Lancaster,8/19/2013,34.6867846,-118.1541632
San Rafael,8/19/2013,37.9735346,-122.5310874
Santa Barbara,8/20/2013,34.4208305,-119.6981901
Fairfirld,8/20/2013,38.2493581,-122.0399663
Los Angeles,8/20/2013,34.0522342,-118.2436849
Huntington Beach,8/22/2013,33.660297,-117.9992265
Pleasant Hill,8/23/2013,37.9479786,-122.0607963
Hollister,8/23/2013,36.8524545,-121.4016021
Fresno,8/23/2013,36.7468422,-119.7725868
Dana Point,8/23/2013,33.4669721,-117.6981075
Santa Ana,8/23/2013,33.7455731,-117.8678338
Los Angeles,8/24/2013,34.0522342,-118.2436849
Mission Viejo,8/24/2013,33.6000232,-117.6719953
Pasadena,8/27/2013,34.1477849,-118.1445155
Torrance,8/29/2013,33.8358492,-118.3406288
Foster City,8/30/2013,37.5585465,-122.2710788
Vallejo,8/30/2013,38.1040864,-122.2566367
Oakland,8/31/2013,37.8043637,-122.2711137
Santa Barbara (north of),9/1/2013,34.4208305,-119.6981901
Costa Mesa,9/1/2013,33.6411316,-117.9186689
Laguna Beach,9/3/2013,33.5422475,-117.7831104
Fresno,9/3/2013,36.7468422,-119.7725868
Santa Ana,9/4/2013,33.7455731,-117.8678338
Malibu,9/4/2013,34.0259216,-118.7797571
San Diego,9/4/2013,32.715738,-117.1610838
Campbell,9/4/2013,37.2871651,-121.9499568
Susanville,9/5/2013,40.4162842,-120.6530063
Whittier,9/5/2013,33.9791793,-118.032844
Los Banos,9/5/2013,37.0582786,-120.8499151
Sacramento,9/5/2013,38.5815719,-121.4943996
Hemet,9/6/2013,33.7475203,-116.9719684
San Diego/Pacific Beach,9/7/2013,32.8024577,-117.2355851
Petaluma,9/7/2013,38.232417,-122.6366524
Petaluma,9/7/2013,38.232417,-122.6366524
Fresno,9/8/2013,36.7468422,-119.7725868
Lincoln,9/8/2013,38.891565,-121.2930079
San Diego,9/9/2013,32.715738,-117.1610838
Napa,9/9/2013,38.2975381,-122.286865
Hemet,9/10/2013,33.7475203,-116.9719684
Pine Mountain Club,9/10/2013,34.8462176,-119.1560394
St. Helena,9/10/2013,38.5052429,-122.4703868
Cupertino,9/11/2013,37.3229978,-122.0321823
San Miguel,9/11/2013,32.715738,-117.1610838
Capitola,9/12/2013,36.9752283,-121.953293
Moreno Valley,9/12/2013,33.9424658,-117.2296717
Sebastopol,9/12/2013,38.4021359,-122.8238806
Pacoima,9/12/2013,34.2767691,-118.4104684
Santa Barbara,9/12/2013,34.4208305,-119.6981901
Dana Point,9/13/2013,33.4669721,-117.6981075
Morro Bay,9/14/2013,35.3659445,-120.8499924
East Los Angeles,9/15/2013,34.0224417,-118.1669736
Windsor,9/16/2013,38.5471327,-122.8163802
Burbank,9/16/2013,34.1808392,-118.3089661
San Diego,9/16/2013,32.715738,-117.1610838
Riverside,9/17/2013,33.9533487,-117.3961564
Clearlake Oaks,9/18/2013,39.0262841,-122.6719304
Tulare,9/21/2013,36.2077288,-119.3473379
Sacramento,9/22/2013,38.5815719,-121.4943996
Sacramento,9/22/2013,38.5815719,-121.4943996
Healdsburg,9/22/2013,38.6104658,-122.8691609
Carmichael,9/22/2013,38.617127,-121.3282843
Prunedale,9/23/2013,36.7757907,-121.6696689
Marin/San Rafael,9/25/2013,37.9735346,-122.5310874
Newport Beach,9/25/2013,33.6189101,-117.9289469
Turlock,9/26/2013,37.4946568,-120.8465941
Alameda,9/26/2013,37.7652065,-122.2416355
Chicago Park,9/26/2013,39.1452192,-120.9670498
Turlock,9/26/2013,37.4946568,-120.8465941
Lawndale,9/27/2013,33.887237,-118.3525744
Palm Springs,9/28/2013,33.8302961,-116.5452921
Los Angeles,9/28/2013,34.0522342,-118.2436849
Northridge,9/28/2013,34.2381251,-118.530123
Whittier,9/28/2013,33.9791793,-118.032844
Moreno Valley,9/28/2013,33.9424658,-117.2296717
Sant Monica,9/28/2013,34.0194543,-118.4911912
San Clemente,9/29/2013,33.4269728,-117.6119925
San Diego,9/29/2013,32.715738,-117.1610838
Bakersfield,10/1/2013,35.3732921,-119.0187125
San Francisco,10/2/2013,37.7749295,-122.4194155
La Habra,10/2/2013,33.9319578,-117.9461734
Diamond Springs,10/3/2013,38.6946259,-120.8149355
Fowler,10/4/2013,36.6305058,-119.6784697
Encinitas,10/5/2013,33.0369867,-117.2919818
Aptos,10/5/2013,36.9771729,-121.8994016
Torrance,10/6/2013,33.8358492,-118.3406288
Los Angeles,10/6/2013,34.0522342,-118.2436849
Old Station,10/7/2013,40.6753521,-121.4307646
Redondo Beach,10/8/2013,33.8491816,-118.3884078
Winterhaven,10/11/2013,32.739491,-114.6346751
Orangevale (Sacramento),10/12/2013,38.6785145,-121.2257818
Orangevale,10/12/2013,38.6785145,-121.2257818
Orangevale,10/12/2013,38.6785145,-121.2257818
Oakland,10/14/2013,37.8043637,-122.2711137
Point Arena,10/14/2013,38.908798,-123.6930726
Fremont,10/15/2013,37.5482697,-121.9885719
Beale AFB,10/15/2013,39.111504,-121.3598812
Reseda,10/15/2013,34.2011141,-118.5360517
Sacramento,10/15/2013,38.5815719,-121.4943996
Sacramento,10/16/2013,38.5815719,-121.4943996
Lakeside,10/17/2013,32.8572718,-116.9222488
San Jose,10/17/2013,37.3382082,-121.8863286
Vista,10/17/2013,33.2000368,-117.2425355
Antelope,10/18/2013,38.7166871,-121.3644216
Pinecrest/Sonora,10/18/2013,37.9829496,-120.3821724
Los Angeles,10/19/2013,34.0522342,-118.2436849
Palm Desert,10/19/2013,33.7222445,-116.3744556
Stockton,10/20/2013,37.9577016,-121.2907796
Auburn,10/22/2013,38.8965654,-121.0768901
San Rafael,10/22/2013,37.9735346,-122.5310874
Kerman,10/23/2013,36.7235572,-120.059879
Cedarville,10/23/2013,41.5290606,-120.1732781
Mercey Hot Springs/Firebaugh,10/23/2013,36.8588376,-120.4560072
Pasadena,10/24/2013,34.1477849,-118.1445155
Cedarville,10/24/2013,41.5290606,-120.1732781
Rosamond,10/24/2013,34.8641446,-118.1634075
Beverly Hills,10/25/2013,34.0736204,-118.4003563
Playa Del Rey,10/25/2013,33.9564194,-118.4422317
Los Angeles,10/26/2013,34.0522342,-118.2436849
Thousand Oaks,10/26/2013,34.1705609,-118.8375937
Calabasas,10/26/2013,34.1367208,-118.6614809
Pasadena,10/27/2013,34.1477849,-118.1445155
Santa Cruz,10/29/2013,36.9741171,-122.0307963
Sacramento,10/29/2013,38.5815719,-121.4943996
San Clemente,10/29/2013,33.4269728,-117.6119925
San Diego,10/30/2013,32.715738,-117.1610838
Palo Alto,10/30/2013,37.4418834,-122.1430195
Modesto,10/30/2013,37.6390972,-120.9968782
San Diego,10/31/2013,32.715738,-117.1610838
Torrance,10/31/2013,33.8358492,-118.3406288
Santa Cruz,10/31/2013,36.9741171,-122.0307963
Los Angeles,10/31/2013,34.0522342,-118.2436849
Roseville,11/1/2013,38.7521235,-121.2880059
Lake Elsinore,11/1/2013,33.6680772,-117.3272615
Pismo,11/1/2013,35.1427533,-120.6412827
Lake Elsinore,11/1/2013,33.6680772,-117.3272615
Santa Rosa,11/2/2013,38.440429,-122.7140548
Port Hueneme,11/2/2013,34.1477829,-119.1951074
West Hills,11/2/2013,34.1973122,-118.6439809
Discovery Bay,11/2/2013,37.9085357,-121.6002291
Port of Long Beach,11/3/2013,33.7562982,-118.2175744
Manteca,11/3/2013,37.7974273,-121.2160526
Napa,11/4/2013,38.2975381,-122.286865
West Oakland,11/4/2013,37.8139097,-122.2909078
Escondido,11/4/2013,33.1192068,-117.086421
Clearlake,11/4/2013,38.9582307,-122.6263728
San Francisco (on Bay Bridge),11/5/2013,36.778261,-119.4179324
Vallejo,11/5/2013,38.1040864,-122.2566367
Marina Del Ray,11/5/2013,33.9802893,-118.4517449
Whittier,11/6/2013,33.9791793,-118.032844
Los Angeles,11/6/2013,34.0522342,-118.2436849
Bonsall,11/6/2013,33.2889226,-117.2255903
San Pedro,11/6/2013,33.7360619,-118.2922461
San Diego County,11/6/2013,32.7157305,-117.1610966
Desert Center,11/6/2013,33.7133313,-115.4004287
Santa Barbara,11/6/2013,34.4208305,-119.6981901
La Conchita,11/7/2013,34.3640067,-119.4476762
La Conchita,11/7/2013,34.3640067,-119.4476762
Antioch,11/8/2013,38.0049214,-121.805789
Santa Monica,11/9/2013,34.0194543,-118.4911912
Olivehurst,11/10/2013,39.0954484,-121.5521858
Long Beach,11/13/2013,33.7700504,-118.1937395
Sacramento,11/13/2013,38.5815719,-121.4943996
Roseville,11/13/2013,38.7521235,-121.2880059
Burbank,11/13/2013,34.1808392,-118.3089661
Porterville,11/14/2013,36.06523,-119.0167679
Oxnard,11/14/2013,34.1975048,-119.1770516
Spring Valley,11/15/2013,32.744774,-116.998916
Marina Del Rey,11/15/2013,33.9802893,-118.4517449
Lincoln,11/15/2013,38.891565,-121.2930079
Los Angeles,11/16/2013,34.0522342,-118.2436849
Yuba City,11/16/2013,39.1404477,-121.6169108
Santa Rosa,11/16/2013,38.440429,-122.7140548
Rancho Santa Margarita,11/16/2013,33.640855,-117.603104
San Diego,11/19/2013,32.715738,-117.1610838
Laguna Niguel,11/19/2013,33.5225261,-117.7075526
Fresno,11/20/2013,36.7468422,-119.7725868
Hollister,11/20/2013,36.8524545,-121.4016021
Santa Barbara,11/21/2013,34.4208305,-119.6981901
Poway,11/21/2013,32.9628232,-117.0358646
San Diego,11/22/2013,32.715738,-117.1610838
Santa Paula,11/23/2013,34.3541659,-119.0592705
Pinole,11/23/2013,38.0043667,-122.2988587
Antioch,11/24/2013,38.0049214,-121.805789
San Jose,11/24/2013,37.3382082,-121.8863286
Bakersfield,11/24/2013,35.3732921,-119.0187125
Monrovia,11/24/2013,34.1442616,-118.0019482
San Clemente,11/26/2013,33.4269728,-117.6119925
Corona,11/26/2013,33.8752935,-117.5664384
Irvine,11/26/2013,33.6839473,-117.7946942
Hollister,11/27/2013,36.8524545,-121.4016021
Azusa,11/28/2013,34.1336186,-117.9075627
Gilroy,11/28/2013,37.0057816,-121.5682751
Tustin,11/28/2013,33.7458511,-117.826166
Carmichael,11/29/2013,38.617127,-121.3282843
Oakley,11/30/2013,37.9974219,-121.7124536
Oakley,11/30/2013,37.9974219,-121.7124536
Signal Hill,12/1/2013,33.8044614,-118.1678456
Sherman Oaks,12/1/2013,34.1489719,-118.451357
Oakley,12/2/2013,37.9974219,-121.7124536
La Mesa,12/2/2013,32.7678287,-117.0230839
Antioch,12/2/2013,38.0049214,-121.805789
Thousand Oaks,12/2/2013,34.1705609,-118.8375937
Los Angeles,12/2/2013,34.0522342,-118.2436849
Simi Valley,12/5/2013,34.2694474,-118.781482
Pomona,12/5/2013,34.055103,-117.7499909
Solana Beach,12/6/2013,32.991155,-117.2711481
La Jolla,12/6/2013,32.8328112,-117.2712717
Daly City,12/6/2013,37.6879241,-122.4702079
Laguna Beach,12/7/2013,33.5422475,-117.7831104
Vacaville,12/7/2013,38.3565773,-121.9877444
Oroville,12/7/2013,39.5137752,-121.556359
Garden Grove,12/7/2013,33.7739053,-117.9414477
Yuba City,12/7/2013,39.1404477,-121.6169108
Napa,12/7/2013,38.2975381,-122.286865
Wildomar,12/8/2013,33.5989126,-117.2800372
Fremont,12/9/2013,37.5482697,-121.9885719
Redondo Beach,12/9/2013,33.8491816,-118.3884078
Brea,12/11/2013,33.9166805,-117.9000604
Covina,12/11/2013,34.0900091,-117.8903397
San Jose,12/12/2013,37.3382082,-121.8863286
Garden Grove,12/12/2013,33.7739053,-117.9414477
Canyon Lake,12/12/2013,33.6850215,-117.2730931
Daly City,12/13/2013,37.6879241,-122.4702079
San Francisco,12/13/2013,37.7749295,-122.4194155
Ontario,12/14/2013,34.0633443,-117.6508876
Santa Maria/Orcutt,12/14/2013,34.8986494,-120.4252804
Ojai,12/15/2013,34.4480495,-119.242889
Sacramento,12/15/2013,38.5815719,-121.4943996
Rosamond,12/15/2013,34.8641446,-118.1634075
Escondido,12/15/2013,33.1192068,-117.086421
Sacramento,12/15/2013,38.5815719,-121.4943996
San Juan Capistrano,12/17/2013,33.5016932,-117.6625509
San Jose,12/17/2013,37.3382082,-121.8863286
San Jacinto,12/18/2013,33.7839084,-116.958635
Lancaster,12/18/2013,34.6867846,-118.1541632
Santa Rosa,12/18/2013,38.440429,-122.7140548
Stockton,12/19/2013,37.9577016,-121.2907796
San Anselmo,12/19/2013,37.9746458,-122.5616448
Santa Paula,12/19/2013,34.3541659,-119.0592705
Burbank,12/21/2013,34.1808392,-118.3089661
San Rafael,12/22/2013,37.9735346,-122.5310874
Oakland,12/22/2013,37.8043637,-122.2711137
San Jose (??),12/23/2013,37.3382082,-121.8863286
Orange,12/23/2013,33.7877944,-117.8531119
Watsonville,12/24/2013,36.910231,-121.7568946
Oceanside,12/24/2013,33.1958696,-117.3794834
Laguna Woods,12/24/2013,33.6103009,-117.7253305
Saratoga,12/24/2013,37.2638324,-122.0230146
Garden Grove,12/24/2013,33.7739053,-117.9414477
Culver City,12/24/2013,34.0211224,-118.3964665
San Diego,12/24/2013,32.715738,-117.1610838
Los Angeles,12/25/2013,34.0522342,-118.2436849
San Jose,12/25/2013,37.3382082,-121.8863286
Calabasas,12/25/2013,34.1367208,-118.6614809
Hayward,12/25/2013,37.6688205,-122.0807964
Yountville,12/25/2013,38.4015781,-122.3608105
Sacramento,12/25/2013,38.5815719,-121.4943996
Huntington Beach,12/25/2013,33.660297,-117.9992265
Santa Cruz/Pescadero,12/25/2013,37.1551528,-122.3484795
Sacramento,12/25/2013,38.5815719,-121.4943996
Borrego Springs (near),12/26/2013,33.2558717,-116.375012
Los Angeles,12/26/2013,34.0522342,-118.2436849
Compton,12/26/2013,33.8958492,-118.2200712
Vista,12/27/2013,33.2000368,-117.2425355
Salinas,12/27/2013,36.6777372,-121.6555013
Fallbrook,12/27/2013,33.3764196,-117.2511466
Santa Rosa,12/27/2013,38.440429,-122.7140548
Anaheim Hills/Yorba Linda/Imperial Blvd close to 91 freeway,12/27/2013,36.778261,-119.4179324
Moreno Valley,12/28/2013,33.9424658,-117.2296717
Modesto,12/28/2013,37.6390972,-120.9968782
Studio City,12/28/2013,34.1395597,-118.3870991
Maywood,12/28/2013,33.9866807,-118.185349
Los Gatos,12/28/2013,37.2358078,-121.9623751
Monterey Bay area,12/28/2013,37.7314982,-122.4529745
San Diego,12/30/2013,32.715738,-117.1610838
San Diego,12/30/2013,32.715738,-117.1610838
San Diego,12/30/2013,32.715738,-117.1610838
Los Angeles/Silver Lake,12/30/2013,34.0869409,-118.2702036
In-flight (Danver to Los Angeles),12/31/2013,34.0522342,-118.2436849
Sebastopol,12/31/2013,38.4021359,-122.8238806
Pacifica,12/31/2013,37.6138253,-122.4869194
San Diego,12/31/2013,32.715738,-117.1610838
Santa Cruz,12/31/2013,36.9741171,-122.0307963
Pleasanton,12/31/2013,37.6624312,-121.8746789
Auburn,12/31/2013,38.8965654,-121.0768901
Fallbrook,12/31/2013,33.3764196,-117.2511466
La Jolla,12/31/2013,32.8328112,-117.2712717
Palm Desert,12/31/2013,33.7222445,-116.3744556
Hesperia,12/31/2013,34.4263886,-117.3008784
Eastvale,12/31/2013,33.952463,-117.5848025
Santa Barbara,12/31/2013,34.4208305,-119.6981901
South El Monte,12/31/2013,34.0519548,-118.0467339
Stockton,12/31/2013,37.9577016,-121.2907796
San Francisco,12/31/2013,37.7749295,-122.4194155
San Francisco,12/31/2013,37.7749295,-122.4194155
Moreno Valley,1/1/2014,33.9424658,-117.2296717
Bakersfield,1/1/2014,35.3732921,-119.0187125
Sacramento,1/1/2014,38.5815719,-121.4943996
Milpitas,1/1/2014,37.4323341,-121.8995741
Rohnert Park,1/1/2014,38.3396367,-122.7010984
Modesto,1/1/2014,37.6390972,-120.9968782
Livermore,1/1/2014,37.6818745,-121.7680088
Patterson,1/1/2014,37.4716001,-121.129656
Corona,1/1/2014,33.8752935,-117.5664384
Burbank,1/1/2014,34.1808392,-118.3089661
Santa Clara,1/1/2014,37.3541079,-121.9552356
Temecula,1/1/2014,33.4936391,-117.1483648
South El Monte,1/1/2014,34.0519548,-118.0467339
Eastvale,1/1/2014,33.952463,-117.5848025
Reseda,1/1/2014,34.2011141,-118.5360517
Lake Elsinore,1/1/2014,33.6680772,-117.3272615
La Mesa,1/1/2014,32.7678287,-117.0230839
Placentia,1/1/2014,33.8722371,-117.8703363
Mentone,1/1/2014,34.070013,-117.1344806
Gilroy,1/1/2014,37.0057816,-121.5682751
San Diego,1/1/2014,32.715738,-117.1610838
