City,Date,lat,lon
Northridge,10/21/2011,34.2381251,-118.530123
Emeryville,10/21/2011,37.831316,-122.2852473
Monterey,10/21/2011,36.6002378,-121.8946761
Los Angeles,10/22/2011,34.0522342,-118.2436849
Los Angeles,10/22/2011,34.0522342,-118.2436849
Ojai,10/22/2011,34.4480495,-119.242889
Ventura County,10/22/2011,34.3704884,-119.1390642
Oakland,10/22/2011,37.8043637,-122.2711137
Fairfield,10/23/2011,38.2493581,-122.0399663
San Francisco,10/23/2011,37.7749295,-122.4194155
Roseville,10/25/2011,38.7521235,-121.2880059
vacaville,10/25/2011,38.3565773,-121.9877444
Vacaville,10/25/2011,38.3565773,-121.9877444
Malibu,10/26/2011,34.0259216,-118.7797571
Penn Valley,10/27/2011,39.196005,-121.1910659
Redwood City (between San Fran and San Jose),10/28/2011,37.3382082,-121.8863286
Big Sur,10/28/2011,36.2704212,-121.807976
Norwalk,10/28/2011,33.9022367,-118.081733
Pacifica,10/28/2011,37.6138253,-122.4869194
Los Angeles (over lax),10/28/2011,33.9415889,-118.40853
Los Angeles,10/28/2011,34.0522342,-118.2436849
Wrightwood,10/29/2011,34.3608341,-117.6333884
Encinitas,10/29/2011,33.0369867,-117.2919818
San Leandro,10/29/2011,37.7249296,-122.1560768
Ripon,10/30/2011,37.7394537,-121.1354141
Torrance,10/31/2011,33.8358492,-118.3406288
Clovis,10/31/2011,36.8252277,-119.7029194
Castro Valley,10/31/2011,37.6940973,-122.0863522
Thousand Oaks,10/31/2011,34.1705609,-118.8375937
Lakeside,10/31/2011,32.8572718,-116.9222488
San Francisco,11/1/2011,37.7749295,-122.4194155
Hermosa Beach,11/2/2011,33.8622366,-118.3995194
Anaheim,11/3/2011,33.8352932,-117.9145036
over many,11/3/2011,36.778261,-119.4179324
Santa Ana,11/5/2011,33.7455731,-117.8678338
Capistrano Beach,11/5/2011,33.4596667,-117.6690208
Tracy,11/6/2011,37.7396513,-121.4252227
Northridge,11/6/2011,34.2381251,-118.530123
Rohnert Park,11/6/2011,38.3396367,-122.7010984
Sebastopol,11/7/2011,38.4021359,-122.8238806
San Pedro,11/9/2011,33.7360619,-118.2922461
Malibu,11/10/2011,34.0259216,-118.7797571
Canyon Lake,11/10/2011,33.6850215,-117.2730931
Harbor City,11/11/2011,33.7906551,-118.2965084
Rancho Cucamonga,11/12/2011,34.1063989,-117.5931084
Whittier (viewed from),11/12/2011,36.778261,-119.4179324
San Fransisco,11/14/2011,37.7749295,-122.4194155
San Bernardino,11/14/2011,34.1083449,-117.2897652
Oroville,11/15/2011,39.5137752,-121.556359
San Bernardino,11/16/2011,34.1083449,-117.2897652
Madera,11/16/2011,36.9613356,-120.0607176
Temecula,11/16/2011,33.4936391,-117.1483648
Sacramento,11/16/2011,38.5815719,-121.4943996
Pittsburg,11/16/2011,38.0279762,-121.8846806
Rescue,11/20/2011,38.7148404,-120.9528258
Wildomar,11/20/2011,33.5989126,-117.2800372
Woodland,11/21/2011,38.6785157,-121.7732971
Woodland,11/21/2011,38.6785157,-121.7732971
Visalia,11/21/2011,36.3302284,-119.2920585
Palm Desert,11/21/2011,33.7222445,-116.3744556
San Bernardino,11/21/2011,34.1083449,-117.2897652
Fresno,11/22/2011,36.7468422,-119.7725868
Lomita,11/22/2011,33.7922392,-118.3150722
Novato,11/22/2011,38.1074198,-122.5697032
Geoje Island (South Korea),11/23/2011,36.778261,-119.4179324
Laguna Hills,11/24/2011,33.590277,-117.6962824
San Jose,11/24/2011,37.3382082,-121.8863286
San Diego,11/24/2011,32.715738,-117.1610838
Lathrop,11/24/2011,37.8227046,-121.27661
Visalia,11/24/2011,36.3302284,-119.2920585
Chula Vista,11/25/2011,32.6400541,-117.0841955
Long Beach,11/25/2011,33.7700504,-118.1937395
Santa Barbara,11/26/2011,34.4208305,-119.6981901
San Francisco,11/26/2011,37.7749295,-122.4194155
El Monte,11/27/2011,34.0686206,-118.0275667
Santa Monica,11/28/2011,34.0194543,-118.4911912
Alameda,11/29/2011,37.7652065,-122.2416355
Glendora,11/29/2011,34.1361187,-117.865339
Grass Valley,11/29/2011,39.2190608,-121.0610606
Santa Rosa,11/30/2011,38.440429,-122.7140548
Bishop,12/1/2011,37.3614238,-118.3996636
Palm Springs,12/1/2011,33.8302961,-116.5452921
Redding,12/2/2011,40.5865396,-122.3916754
Mojave,12/3/2011,35.0524699,-118.1739645
Torrance,12/4/2011,33.8358492,-118.3406288
National City,12/4/2011,32.6781085,-117.0991967
Capitola,12/4/2011,36.9752283,-121.953293
Laguna Hills,12/5/2011,33.590277,-117.6962824
Monterey,12/5/2011,36.6002378,-121.8946761
Winnetka,12/6/2011,34.2048586,-118.5739621
Glendale,12/6/2011,34.1425078,-118.255075
Reseda,12/6/2011,34.2011141,-118.5360517
Eureka,12/6/2011,40.8020712,-124.1636729
Fresno,12/6/2011,36.7468422,-119.7725868
Mount Shasta,12/7/2011,41.3098746,-122.3105666
Visalia,12/7/2011,36.3302284,-119.2920585
Visalia-Lemoore,12/7/2011,36.3007835,-119.7829107
Sacramento,12/8/2011,38.5815719,-121.4943996
Ocotillo Wells (Near),12/10/2011,33.14238,-116.121498
Yucaipa,12/11/2011,34.033625,-117.0430865
Lathrop,12/11/2011,37.8227046,-121.27661
Avalon,12/11/2011,33.3428193,-118.3282279
Palo Alto,12/12/2011,37.4418834,-122.1430195
San Juan Capistrano,12/13/2011,33.5016932,-117.6625509
West Sacramento,12/14/2011,38.5804609,-121.530234
Rocklin,12/14/2011,38.7907339,-121.2357828
Berkeley,12/14/2011,37.8715926,-122.272747
Bloomington,12/16/2011,34.07029,-117.3958797
Fresno,12/16/2011,36.7468422,-119.7725868
Oakland,12/17/2011,37.8043637,-122.2711137
El Cajon,12/18/2011,32.7947731,-116.9625269
Sacramento,12/18/2011,38.5815719,-121.4943996
San Francisco,12/20/2011,37.7749295,-122.4194155
San Diego,12/20/2011,32.715738,-117.1610838
Trinidad,12/21/2011,41.059291,-124.1431246
Irvine,12/22/2011,33.6839473,-117.7946942
San Diego,12/23/2011,32.715738,-117.1610838
Rio Rancho,12/23/2011,32.9904615,-117.1681052
Palmdale,12/23/2011,34.5794343,-118.1164613
Tijuana,12/23/2011,32.5149469,-117.0382471
Grass Valley,12/23/2011,39.2190608,-121.0610606
San Leandro,12/24/2011,37.7249296,-122.1560768
Calistoga (2 miles outside),12/24/2011,36.778261,-119.4179324
Irvine,12/24/2011,33.6839473,-117.7946942
North Hollywood,12/26/2011,34.187044,-118.3812562
Santa rosa,12/27/2011,38.440429,-122.7140548
Redondo Beach,12/27/2011,33.8491816,-118.3884078
Auburn,12/27/2011,38.8965654,-121.0768901
Santa Barbara,12/28/2011,34.4208305,-119.6981901
Studio City,12/29/2011,34.1395597,-118.3870991
Arcadia,12/29/2011,34.1397292,-118.0353449
Los Angeles,12/29/2011,34.0522342,-118.2436849
Anderson,12/29/2011,40.448208,-122.2977815
Temecula/Menifee,12/30/2011,33.6086249,-117.256374
Morongo Valley,12/30/2011,34.0469549,-116.5808472
San Francisco,12/30/2011,37.7749295,-122.4194155
El Cerrito,12/31/2011,37.9161326,-122.310765
El Cerrito,12/31/2011,37.9161326,-122.310765
Auburn,12/31/2011,38.8965654,-121.0768901
El Cajon,12/31/2011,32.7947731,-116.9625269
San Francisco,12/31/2011,37.7749295,-122.4194155
Pasadena,12/31/2011,34.1477849,-118.1445155
Anderson,12/31/2011,40.448208,-122.2977815
Anderson,12/31/2011,40.448208,-122.2977815
La Mesa,1/1/2012,32.7678287,-117.0230839
La Mesa,1/1/2012,32.7678287,-117.0230839
Bakersfield,1/1/2012,35.3732921,-119.0187125
Anderson,1/1/2012,40.448208,-122.2977815
Yuba City,1/1/2012,39.1404477,-121.6169108
South San Francisco,1/1/2012,37.654656,-122.4077498
Redondo beach,1/1/2012,33.8491816,-118.3884078
West Sacramento,1/1/2012,38.5804609,-121.530234
Glendale,1/2/2012,34.1425078,-118.255075
Oxnard,1/2/2012,34.1975048,-119.1770516
San Francisco,1/2/2012,37.7749295,-122.4194155
Torrance,1/2/2012,33.8358492,-118.3406288
Homeland,1/3/2012,33.7430759,-117.1091967
Watsonville,1/3/2012,36.910231,-121.7568946
La Jolla,1/3/2012,32.8328112,-117.2712717
Big Sur,1/4/2012,36.2704212,-121.807976
Moreno Valley,1/4/2012,33.9424658,-117.2296717
Janesville,1/4/2012,40.2840423,-120.5394232
Mountain View,1/7/2012,37.3860517,-122.0838511
Vacaville,1/8/2012,38.3565773,-121.9877444
Sacramento,1/8/2012,38.5815719,-121.4943996
Porterville,1/9/2012,36.06523,-119.0167679
Ridgecrest,1/9/2012,35.6224561,-117.6708966
Temecula,1/9/2012,33.4936391,-117.1483648
Yountville/Oakville,1/9/2012,38.4214833,-122.4183465
Sacramento,1/10/2012,38.5815719,-121.4943996
Corona/Riverside,1/11/2012,33.8752935,-117.5664384
Porterville,1/11/2012,36.06523,-119.0167679
Sacramento,1/11/2012,38.5815719,-121.4943996
Desert Hot Springs,1/11/2012,33.961124,-116.5016784
Antioch,1/11/2012,38.0049214,-121.805789
Everywhere,1/12/2012,36.778261,-119.4179324
Ventura,1/12/2012,34.274646,-119.2290316
Saratoga,1/12/2012,37.2638324,-122.0230146
San Francisco,1/12/2012,37.7749295,-122.4194155
Eureka,1/13/2012,40.8020712,-124.1636729
San Diego,1/13/2012,32.715738,-117.1610838
Fullerton,1/13/2012,33.8703596,-117.9242966
Oakley,1/13/2012,37.9974219,-121.7124536
Bonita,1/14/2012,32.6583258,-117.0352904
Laguna Niguel,1/14/2012,33.5225261,-117.7075526
Modesto,1/15/2012,37.6390972,-120.9968782
Porterville,1/16/2012,36.06523,-119.0167679
San Diego (on Mexican border),1/17/2012,32.5444156,-117.0301235
Redding,1/17/2012,40.5865396,-122.3916754
Auberry,1/17/2012,37.0807823,-119.4854113
Saugus,1/18/2012,34.4113854,-118.5400858
Ceres,1/18/2012,37.5949316,-120.9577098
Encinitas,1/19/2012,33.0369867,-117.2919818
Long Beach,1/21/2012,33.7700504,-118.1937395
San Francisco,1/21/2012,37.7749295,-122.4194155
Mission Viejo,1/24/2012,33.6000232,-117.6719953
San Francisco,1/25/2012,37.7749295,-122.4194155
Antioch,1/25/2012,38.0049214,-121.805789
Antioch,1/25/2012,38.0049214,-121.805789
Antioch,1/25/2012,38.0049214,-121.805789
Lone Pine (Highway 395 south of),1/26/2012,36.2484925,-117.9910487
Redding,1/26/2012,40.5865396,-122.3916754
Hayward,1/27/2012,37.6688205,-122.0807964
Lodi,1/28/2012,38.1341477,-121.2722194
Sacramento,1/28/2012,38.5815719,-121.4943996
Occidental,1/28/2012,38.4076501,-122.9477131
Turlock,1/30/2012,37.4946568,-120.8465941
San Jose,1/30/2012,37.3382082,-121.8863286
Santa Rosa (45 min. E of; Hwy. 12),2/1/2012,36.778261,-119.4179324
Colton,2/1/2012,34.0739016,-117.3136547
Fullerton,2/1/2012,33.8703596,-117.9242966
Weed,2/3/2012,41.4226498,-122.3861269
Davis,2/3/2012,38.5449065,-121.7405167
Huntington Beach,2/4/2012,33.660297,-117.9992265
Novato,2/4/2012,38.1074198,-122.5697032
Lakeside,2/4/2012,32.8572718,-116.9222488
San Rafael,2/4/2012,37.9735346,-122.5310874
Bellflower,2/5/2012,33.8816818,-118.1170117
Bakersfield,2/5/2012,35.3732921,-119.0187125
Fountain Valley,2/5/2012,33.7091847,-117.9536697
Fort Irwin,2/6/2012,35.2628402,-116.6846351
Santa Maria,2/6/2012,34.9530337,-120.4357191
Rancho Mirage,2/7/2012,33.739744,-116.41279
Palm Springs,2/8/2012,33.8302961,-116.5452921
Sacramento,2/8/2012,38.5815719,-121.4943996
Bakersfield,2/9/2012,35.3732921,-119.0187125
San Jose,2/10/2012,37.3382082,-121.8863286
Los Banos,2/10/2012,37.0582786,-120.8499151
San Diego (north coastal area),2/11/2012,32.7486594,-117.2152236
San Francisco,2/12/2012,37.7749295,-122.4194155
Oroville,2/13/2012,39.5137752,-121.556359
Oroville,2/13/2012,39.5137752,-121.556359
West Hollywood,2/13/2012,34.0900091,-118.3617443
Anaheim,2/14/2012,33.8352932,-117.9145036
Huntington Beach,2/14/2012,33.660297,-117.9992265
Playa del Rey,2/15/2012,33.9564194,-118.4422317
Sacramento,2/15/2012,38.5815719,-121.4943996
Oxnard,2/16/2012,34.1975048,-119.1770516
Morgan Hill,2/19/2012,37.1305012,-121.6543901
Los Angeles,2/19/2012,34.0522342,-118.2436849
San Diego,2/22/2012,32.715738,-117.1610838
Carmel Valley,2/22/2012,36.4799024,-121.7327931
Pasadena,2/27/2012,34.1477849,-118.1445155
San Dimas,3/2/2012,34.1066756,-117.8067257
Pollock Pines,3/3/2012,38.7612923,-120.5865935
Grass Valley,3/3/2012,39.2190608,-121.0610606
Sacramento,3/3/2012,38.5815719,-121.4943996
Ontario,3/3/2012,34.0633443,-117.6508876
Hollywood,3/4/2012,34.0928092,-118.3286614
Los Angeles (mid-city),3/4/2012,34.0416097,-118.3286614
Soulsbyville,3/4/2012,37.9846467,-120.2638005
Ventura,3/4/2012,34.274646,-119.2290316
Citrus Heights,3/6/2012,38.7071247,-121.2810611
Sacramento,3/6/2012,38.5815719,-121.4943996
Citrus Heights,3/7/2012,38.7071247,-121.2810611
Santa Clara,3/8/2012,37.3541079,-121.9552356
Grass Valley,3/9/2012,39.2190608,-121.0610606
Sacramento,3/9/2012,38.5815719,-121.4943996
Stockton,3/9/2012,37.9577016,-121.2907796
Selma,3/10/2012,36.5707838,-119.6120765
Redding,3/10/2012,40.5865396,-122.3916754
Santa Ana,3/10/2012,33.7455731,-117.8678338
Santa Ana,3/10/2012,33.7455731,-117.8678338
Ventura,3/10/2012,34.274646,-119.2290316
Oakley,3/12/2012,37.9974219,-121.7124536
Diamond Bar,3/13/2012,34.0286226,-117.8103367
Madera/Fresno,3/13/2012,36.7468422,-119.7725868
Fountain Valley,3/14/2012,33.7091847,-117.9536697
San Diego,3/15/2012,32.715738,-117.1610838
Monterey,3/16/2012,36.6002378,-121.8946761
Mendocino,3/17/2012,39.3076744,-123.7994591
California (city unspecified),3/17/2012,36.778261,-119.4179324
Los Angeles,3/18/2012,34.0522342,-118.2436849
Laguna Woods,3/19/2012,33.6103009,-117.7253305
Irvine,3/19/2012,33.6839473,-117.7946942
Cayucos,3/19/2012,35.4427511,-120.8921254
Mojave,3/20/2012,35.0524699,-118.1739645
Mojave,3/20/2012,35.0524699,-118.1739645
Santa Clara,3/20/2012,37.3541079,-121.9552356
Joshua Tree,3/21/2012,34.134728,-116.3130661
Santa Rosa,3/22/2012,38.440429,-122.7140548
Porterville,3/23/2012,36.06523,-119.0167679
Carmel Valley,3/23/2012,36.4799024,-121.7327931
Bishop,3/23/2012,37.3614238,-118.3996636
Fontana,3/25/2012,34.0922335,-117.435048
Bakersfield,3/26/2012,35.3732921,-119.0187125
Ojai,3/27/2012,34.4480495,-119.242889
Lodi (north of),3/28/2012,38.1341477,-121.2722194
Los Angeles,3/29/2012,34.0522342,-118.2436849
Bishop,3/29/2012,37.3614238,-118.3996636
Little Rock,3/30/2012,37.3808441,-121.8434511
Fairfield,4/1/2012,38.2493581,-122.0399663
Altadena,4/1/2012,34.190162,-118.1313188
Nevada City,4/1/2012,39.2615606,-121.0160594
Lodi,4/2/2012,38.1341477,-121.2722194
Antioch,4/2/2012,38.0049214,-121.805789
Fullerton,4/3/2012,33.8703596,-117.9242966
Encinitas,4/5/2012,33.0369867,-117.2919818
Healdsburg,4/5/2012,38.6104658,-122.8691609
San Francisco,4/6/2012,37.7749295,-122.4194155
Rocklin,4/7/2012,38.7907339,-121.2357828
Norco,4/8/2012,33.9311257,-117.548661
La Mirada,4/8/2012,33.9172357,-118.0120086
Marysville,4/8/2012,39.1457253,-121.5913547
Ventura,4/9/2012,34.274646,-119.2290316
San Marcos,4/9/2012,33.1433723,-117.1661449
San Diego,4/9/2012,32.715738,-117.1610838
Wildomar,4/10/2012,33.5989126,-117.2800372
La Mesa,4/10/2012,32.7678287,-117.0230839
Covina,4/12/2012,34.0900091,-117.8903397
Sacramento,4/12/2012,38.5815719,-121.4943996
Palm Springs,4/12/2012,33.8302961,-116.5452921
Vista Point,4/13/2012,34.1460257,-118.6600226
Palm Springs,4/14/2012,33.8302961,-116.5452921
Ben Lomond,4/14/2012,37.0891143,-122.0863528
Merced County,4/16/2012,37.2009788,-120.7120023
Santa Nella,4/16/2012,38.497135,-122.9666644
Dinosaur Point (Pacheco Pass on SR152),4/16/2012,36.778261,-119.4179324
Pacheco Pass,4/16/2012,37.066333,-121.2196492
Los Banos (near),4/16/2012,37.0582786,-120.8499151
Los Banos,4/16/2012,37.0582786,-120.8499151
Oakland,4/16/2012,37.8043637,-122.2711137
Los Banos,4/17/2012,37.0582786,-120.8499151
West Hollywood,4/17/2012,34.0900091,-118.3617443
San Juan Capistrano,4/17/2012,33.5016932,-117.6625509
Sherman Oaks,4/17/2012,34.1489719,-118.451357
Escondido,4/18/2012,33.1192068,-117.086421
Atascadero,4/18/2012,35.4894169,-120.6707255
El Centro,4/18/2012,32.792,-115.5630514
El Centro,4/18/2012,32.792,-115.5630514
Bermuda Dunes,4/18/2012,33.7427991,-116.2891752
Sacramento,4/19/2012,38.5815719,-121.4943996
Lake Elsinore,4/20/2012,33.6680772,-117.3272615
Indio,4/21/2012,33.7205771,-116.2155619
Hemet,4/21/2012,33.7475203,-116.9719684
"Reedly/Sander, (near); SANGER",4/21/2012,36.708006,-119.5559652
Santa Cruz,4/21/2012,36.9741171,-122.0307963
Shaver Lake,4/22/2012,37.104114,-119.3176258
San Diego,4/22/2012,32.715738,-117.1610838
Marysville,4/22/2012,39.1457253,-121.5913547
Stockton(west of),4/23/2012,37.9577016,-121.2907796
Upland,4/26/2012,34.09751,-117.6483876
Simi Valley,4/26/2012,34.2694474,-118.781482
San Jose,4/27/2012,37.3382082,-121.8863286
Riverside,4/28/2012,33.9533487,-117.3961564
Rancho Cucamonga,4/28/2012,34.1063989,-117.5931084
Fresno,4/30/2012,36.7468422,-119.7725868
Porterville,5/4/2012,36.06523,-119.0167679
South San Francisco,5/4/2012,37.654656,-122.4077498
Berkeley,5/5/2012,37.8715926,-122.272747
Torrance,5/5/2012,33.8358492,-118.3406288
Rancho Bernardo,5/5/2012,33.0335773,-117.0805825
Granada Hills,5/5/2012,34.2793576,-118.5021527
Venice Beach,5/5/2012,37.4799417,-122.449833
Marina Del Rey,5/5/2012,33.9802893,-118.4517449
Torrance,5/6/2012,33.8358492,-118.3406288
El Dorado Hills,5/6/2012,38.6857367,-121.082167
Berkeley,5/6/2012,37.8715926,-122.272747
Ventura,5/7/2012,34.274646,-119.2290316
Clovis,5/8/2012,36.8252277,-119.7029194
Alameda,5/8/2012,37.7652065,-122.2416355
Pacheco Pass,5/11/2012,37.066333,-121.2196492
Los Banos,5/11/2012,37.0582786,-120.8499151
Los Banos,5/11/2012,37.0582786,-120.8499151
Pacheco Pass/Hwy 152,5/11/2012,37.0032776,-121.555635
San Jose,5/11/2012,37.3382082,-121.8863286
Cerritos,5/12/2012,33.8583483,-118.0647871
Tustin,5/12/2012,33.7458511,-117.826166
San Diego,5/12/2012,32.715738,-117.1610838
San Jose,5/13/2012,37.3382082,-121.8863286
Redding,5/13/2012,40.5865396,-122.3916754
Glendale,5/15/2012,34.1425078,-118.255075
Hemet,5/15/2012,33.7475203,-116.9719684
Glendale,5/15/2012,34.1425078,-118.255075
Hawthorne,5/16/2012,33.9164032,-118.3525748
Ventura,5/16/2012,34.274646,-119.2290316
Davis,5/18/2012,38.5449065,-121.7405167
Lake Elsinore,5/19/2012,33.6680772,-117.3272615
Newport Beach,5/19/2012,33.6189101,-117.9289469
Alameda,5/20/2012,37.7652065,-122.2416355
Moffett Field,5/20/2012,37.408969,-122.0508172
Fresno,5/20/2012,36.7468422,-119.7725868
Burbank,5/20/2012,34.1808392,-118.3089661
Palm Springs,5/20/2012,33.8302961,-116.5452921
Vacaville,5/21/2012,38.3565773,-121.9877444
Burbank/Glendale,5/21/2012,34.181343,-118.330309
Riverside,5/21/2012,33.9533487,-117.3961564
Bishop,5/21/2012,37.3614238,-118.3996636
Red Bluff,5/22/2012,40.1784886,-122.2358302
Chico,5/22/2012,39.7284944,-121.8374777
Oak View,5/22/2012,34.399996,-119.3001134
Fresno,5/24/2012,36.7468422,-119.7725868
San Diego,5/26/2012,32.715738,-117.1610838
South Lake Tahoe,5/26/2012,38.939926,-119.9771868
Oxnard,5/27/2012,34.1975048,-119.1770516
Monrovia,5/28/2012,34.1442616,-118.0019482
Arcata,5/30/2012,40.8665166,-124.0828396
Davis,5/30/2012,38.5449065,-121.7405167
Sunnyvale,6/1/2012,37.36883,-122.0363496
Oak Park,6/1/2012,34.1791715,-118.7628685
Elk Grove,6/2/2012,38.4087993,-121.3716178
Alameda,6/3/2012,37.7652065,-122.2416355
Sacramento,6/4/2012,38.5815719,-121.4943996
Sacramento,6/4/2012,38.5815719,-121.4943996
Sherman Oaks,6/5/2012,34.1489719,-118.451357
San Jose,6/5/2012,37.3382082,-121.8863286
Murrieta,6/5/2012,33.5539143,-117.2139232
Janesville,6/5/2012,40.2840423,-120.5394232
Los Angeles,6/5/2012,34.0522342,-118.2436849
Ventura,6/5/2012,34.274646,-119.2290316
Los Angeles,6/5/2012,34.0522342,-118.2436849
Tuolumne Meadows,6/6/2012,37.8771471,-119.3776574
Ontario,6/7/2012,34.0633443,-117.6508876
Camarillo,6/7/2012,34.2163937,-119.0376023
Sacramento,6/8/2012,38.5815719,-121.4943996
Baldwin Park,6/8/2012,34.0852868,-117.9608978
Hayward,6/8/2012,37.6688205,-122.0807964
San Mateo,6/9/2012,37.5629917,-122.3255254
Camarillo,6/9/2012,34.2163937,-119.0376023
Placentia,6/9/2012,33.8722371,-117.8703363
Oxnard,6/10/2012,34.1975048,-119.1770516
Ansel Adams wilderness,6/10/2012,37.6902114,-119.1981964
Orinda,6/11/2012,37.8771476,-122.1796888
Coarsegold,6/11/2012,37.2621686,-119.7009834
Antioch,6/12/2012,38.0049214,-121.805789
Los Angeles,6/12/2012,34.0522342,-118.2436849
Dana Point,6/14/2012,33.4669721,-117.6981075
Fremont,6/15/2012,37.5482697,-121.9885719
Kelseyville,6/15/2012,38.9779531,-122.8394375
Kyburz,6/16/2012,38.7746298,-120.2968596
San Jose,6/16/2012,37.3382082,-121.8863286
Hemet,6/16/2012,33.7475203,-116.9719684
Lodi,6/16/2012,38.1341477,-121.2722194
Davis,6/16/2012,38.5449065,-121.7405167
San Diego,6/16/2012,32.715738,-117.1610838
Santa Ana,6/16/2012,33.7455731,-117.8678338
Huntington Beach,6/17/2012,33.660297,-117.9992265
Soledad,6/17/2012,36.424687,-121.3263187
San Jose,6/17/2012,37.3382082,-121.8863286
Lincoln,6/18/2012,38.891565,-121.2930079
Rosemead,6/19/2012,34.0805651,-118.072846
Covina,6/19/2012,34.0900091,-117.8903397
West Covina,6/19/2012,34.0686208,-117.9389526
Seaside,6/20/2012,36.6149217,-121.822098
Atwater,6/20/2012,37.3477174,-120.609084
Fairfax,6/20/2012,37.9871454,-122.5888686
San Pedro,6/21/2012,33.7360619,-118.2922461
Foresthill,6/21/2012,39.0201768,-120.8179891
Palm Springs,6/21/2012,33.8302961,-116.5452921
Porterville,6/22/2012,36.06523,-119.0167679
Poway,6/22/2012,32.9628232,-117.0358646
Anaheim,6/22/2012,33.8352932,-117.9145036
Escondido,6/22/2012,33.1192068,-117.086421
Ventura,6/23/2012,34.274646,-119.2290316
Downey,6/23/2012,33.9401088,-118.1331593
Norwalk,6/23/2012,33.9022367,-118.081733
Santa Rosa,6/23/2012,38.440429,-122.7140548
Santa Rosa,6/23/2012,38.440429,-122.7140548
Lake Isabella (Kern River Valley),6/24/2012,35.7539867,-118.423983
Oakland,6/24/2012,37.8043637,-122.2711137
Hollywood,6/24/2012,34.0928092,-118.3286614
Fremont,6/24/2012,37.5482697,-121.9885719
Cathedral City,6/25/2012,33.7805388,-116.4668036
Fresno,6/26/2012,36.7468422,-119.7725868
Los Banos,6/27/2012,37.0582786,-120.8499151
Monterey,6/27/2012,36.6002378,-121.8946761
San Leandro,6/27/2012,37.7249296,-122.1560768
Costa Mesa,6/27/2012,33.6411316,-117.9186689
Rocklin,6/27/2012,38.7907339,-121.2357828
Sherman Oaks,6/28/2012,34.1489719,-118.451357
Redding,6/28/2012,40.5865396,-122.3916754
Thousand Oaks,6/28/2012,34.1705609,-118.8375937
PIco Rivera,6/29/2012,33.9830688,-118.096735
Eureka,6/29/2012,40.8020712,-124.1636729
Eureka,6/30/2012,40.8020712,-124.1636729
Lakeside,6/30/2012,32.8572718,-116.9222488
Anderson,7/3/2012,40.448208,-122.2977815
Irvine,7/3/2012,33.6839473,-117.7946942
West Covina,7/4/2012,34.0686208,-117.9389526
Beaumont,7/4/2012,33.9294606,-116.977248
Westminster,7/4/2012,33.7513419,-117.9939921
Ventura,7/4/2012,34.274646,-119.2290316
Chino Hills,7/4/2012,33.9898188,-117.7325848
Saint Helena,7/4/2012,38.5052429,-122.4703868
Pasadena,7/4/2012,34.1477849,-118.1445155
Pasadena,7/4/2012,34.1477849,-118.1445155
Redding,7/4/2012,40.5865396,-122.3916754
Riverside,7/5/2012,33.9533487,-117.3961564
Laguna Hills,7/6/2012,33.590277,-117.6962824
Glendale,7/6/2012,34.1425078,-118.255075
Sacramento,7/6/2012,38.5815719,-121.4943996
El Centro,7/7/2012,32.792,-115.5630514
Orange,7/7/2012,33.7877944,-117.8531119
Campbell,7/7/2012,37.2871651,-121.9499568
Moreno Valley,7/8/2012,33.9424658,-117.2296717
Santa Nella,7/8/2012,38.497135,-122.9666644
Santa Nella,7/8/2012,38.497135,-122.9666644
Oakland,7/8/2012,37.8043637,-122.2711137
Pomona,7/8/2012,34.055103,-117.7499909
Los Angeles/Hollywood,7/8/2012,34.0928092,-118.3286614
Mission Hills,7/8/2012,34.6882456,-120.4364208
Los Angeles,7/9/2012,34.0522342,-118.2436849
San Diego,7/10/2012,32.715738,-117.1610838
Redding,7/11/2012,40.5865396,-122.3916754
Los Banos,7/12/2012,37.0582786,-120.8499151
Pismo Beach,7/12/2012,35.1427533,-120.6412827
San Diego,7/13/2012,32.715738,-117.1610838
Temecula,7/14/2012,33.4936391,-117.1483648
Panorama City,7/14/2012,34.227617,-118.442425
Hollister,7/14/2012,36.8524545,-121.4016021
San Francisco,7/14/2012,37.7749295,-122.4194155
West Los Angeles,7/15/2012,34.0412085,-118.442596
King's Canyon Park,7/15/2012,36.8878548,-118.5551477
Aguanga,7/16/2012,33.442702,-116.8651224
Stockton,7/17/2012,37.9577016,-121.2907796
Whittier,7/18/2012,33.9791793,-118.032844
Fontana,7/19/2012,34.0922335,-117.435048
Auburn,7/19/2012,38.8965654,-121.0768901
West Los Angeles,7/19/2012,34.0412085,-118.442596
Diamond Bar,7/20/2012,34.0286226,-117.8103367
Orleans,7/20/2012,41.3009016,-123.5417933
Plumas National Forest,7/20/2012,39.789322,-120.9876321
Glendale,7/20/2012,34.1425078,-118.255075
Long Beach,7/20/2012,33.7700504,-118.1937395
Vacaville,7/21/2012,38.3565773,-121.9877444
Vacaville,7/21/2012,38.3565773,-121.9877444
Torrance,7/22/2012,33.8358492,-118.3406288
Quincy,7/22/2012,39.9368363,-120.9471764
Lakeside,7/23/2012,32.8572718,-116.9222488
Chico,7/23/2012,39.7284944,-121.8374777
Oxnard,7/24/2012,34.1975048,-119.1770516
San diego,7/25/2012,32.715738,-117.1610838
Playa Del Rey,7/25/2012,33.9564194,-118.4422317
Arcata,7/26/2012,40.8665166,-124.0828396
San Diego,7/27/2012,32.715738,-117.1610838
Chula Vista,7/28/2012,32.6400541,-117.0841955
