Column1,Date...Time,City,Date,Month,Year,lat,lon
4167,9/25/2010 21:43,Vandenberg AFB,9/25/2010,10-Sep,2010,34.7582101,-120.5163949
4165,9/25/2010 21:45,Los Angeles,9/25/2010,10-Sep,2010,34.0522342,-118.2436849
4164,9/25/2010 21:50,Manhattan Beach,9/25/2010,10-Sep,2010,33.8847361,-118.4109089
4159,9/26/2010 0:00,Chico,9/26/2010,10-Sep,2010,39.7284944,-121.8374777
4162,9/26/2010 14:00,Seal Beach,9/26/2010,10-Sep,2010,33.7414064,-118.1047866
4161,9/26/2010 22:12,Chino,9/26/2010,10-Sep,2010,34.0122346,-117.688944
4160,9/26/2010 22:45,Palo Alto,9/26/2010,10-Sep,2010,37.4418834,-122.1430195
4158,9/27/2010 23:00,Tiburon,9/27/2010,10-Sep,2010,37.8735377,-122.4566392
4157,9/28/2010 10:02,Santa Monica,9/28/2010,10-Sep,2010,34.0194543,-118.4911912
4156,9/28/2010 21:00,San Francisco,9/28/2010,10-Sep,2010,37.7749295,-122.4194155
4155,9/29/2010 20:32,Shingle Springs,9/29/2010,10-Sep,2010,38.6691362,-120.9359987
4154,9/29/2010 21:00,San Mateo,9/29/2010,10-Sep,2010,37.5629917,-122.3255254
4153,9/29/2010 23:27,Pomona,9/29/2010,10-Sep,2010,34.055103,-117.7499909
4152,9/30/2010 20:23,Hesperia,9/30/2010,10-Sep,2010,34.4263886,-117.3008784
4151,9/30/2010 23:00,Buena Park,9/30/2010,10-Sep,2010,33.8675143,-117.9981181
4150,10/1/2010 7:00,Chico,10/1/2010,10-Oct,2010,39.7284944,-121.8374777
4149,10/1/2010 23:00,Corona,10/1/2010,10-Oct,2010,33.8752935,-117.5664384
4148,10/2/2010 12:15,Orange,10/2/2010,10-Oct,2010,33.7877944,-117.8531119
4147,10/2/2010 16:00,Pleasanton,10/2/2010,10-Oct,2010,37.6624312,-121.8746789
4146,10/2/2010 20:45,Desert Center,10/2/2010,10-Oct,2010,33.7133313,-115.4004287
4145,10/2/2010 21:45,Pomona,10/2/2010,10-Oct,2010,34.055103,-117.7499909
4144,10/3/2010 22:00,Burson & Wallace,10/3/2010,10-Oct,2010,38.1838079,-120.8904938
4143,10/4/2010 19:30,Prunedale,10/4/2010,10-Oct,2010,36.7757907,-121.6696689
4142,10/4/2010 23:54,Mariposa,10/4/2010,10-Oct,2010,37.4849377,-119.9662843
4141,10/5/2010 3:00,Sacramento,10/5/2010,10-Oct,2010,38.5815719,-121.4943996
4140,10/7/2010 19:30,Antelope,10/7/2010,10-Oct,2010,38.7166871,-121.3644216
4139,10/8/2010 0:00,South San Gabriel,10/8/2010,10-Oct,2010,34.0492126,-118.0949198
4138,10/9/2010 4:20,Stockton,10/9/2010,10-Oct,2010,37.9577016,-121.2907796
4137,10/9/2010 12:00,Soquel,10/9/2010,10-Oct,2010,36.9880057,-121.9566267
4136,10/10/2010 15:00,San Francisco Airport,10/10/2010,10-Oct,2010,37.6213129,-122.3789554
4135,10/10/2010 22:30,Garden Grove,10/10/2010,10-Oct,2010,33.7739053,-117.9414477
4134,10/10/2010 23:30,Anaheim,10/10/2010,10-Oct,2010,33.8352932,-117.9145036
4133,10/11/2010 0:30,Redondo Beach,10/11/2010,10-Oct,2010,33.8491816,-118.3884078
4132,10/11/2010 12:30,Orangevale,10/11/2010,10-Oct,2010,38.6785145,-121.2257818
4131,10/11/2010 20:50,Glendora,10/11/2010,10-Oct,2010,34.1361187,-117.865339
4130,10/11/2010 20:53,Ramona,10/11/2010,10-Oct,2010,33.0376384,-116.8765386
4129,10/11/2010 21:35,Union City,10/11/2010,10-Oct,2010,37.5933918,-122.0438298
4127,10/12/2010 10:00,Milpitas,10/12/2010,10-Oct,2010,37.4323341,-121.8995741
4128,10/12/2010 10:00,Milpitas,10/12/2010,10-Oct,2010,37.4323341,-121.8995741
4125,10/13/2010 20:00,Lincoln,10/13/2010,10-Oct,2010,38.891565,-121.2930079
4123,10/13/2010 20:30,Sunol,10/13/2010,10-Oct,2010,37.5943781,-121.8885683
4124,10/13/2010 20:30,Martinez,10/13/2010,10-Oct,2010,38.0193657,-122.1341321
4121,10/13/2010 21:00,San Francisco,10/13/2010,10-Oct,2010,37.7749295,-122.4194155
4122,10/13/2010 21:00,San Francisco,10/13/2010,10-Oct,2010,37.7749295,-122.4194155
4120,10/13/2010 22:30,Rio Linda,10/13/2010,10-Oct,2010,38.6910138,-121.4485654
4119,10/13/2010 22:45,Etna,10/13/2010,10-Oct,2010,41.4568065,-122.8947551
4118,10/14/2010 18:35,Visalia,10/14/2010,10-Oct,2010,36.3302284,-119.2920585
4117,10/14/2010 19:30,Ripon,10/14/2010,10-Oct,2010,37.7394537,-121.1354141
4116,10/14/2010 21:25,Livermore,10/14/2010,10-Oct,2010,37.6818745,-121.7680088
4115,10/16/2010 0:30,Arcadia,10/16/2010,10-Oct,2010,34.1397292,-118.0353449
4114,10/17/2010 4:00,Santa Ana,10/17/2010,10-Oct,2010,33.7455731,-117.8678338
4113,10/18/2010 6:30,Martinez,10/18/2010,10-Oct,2010,38.0193657,-122.1341321
4112,10/19/2010 20:18,Crescent City/Gasquet,10/19/2010,10-Oct,2010,41.8781681,-123.984798
4111,10/21/2010 23:25,San Jose,10/21/2010,10-Oct,2010,37.3382082,-121.8863286
4110,10/22/2010 20:00,Oakland,10/22/2010,10-Oct,2010,37.8043637,-122.2711137
4109,10/23/2010 10:30,Eureka,10/23/2010,10-Oct,2010,40.8020712,-124.1636729
4108,10/23/2010 19:45,Venice,10/23/2010,10-Oct,2010,33.9850469,-118.4694832
4107,10/23/2010 19:50,Venice,10/23/2010,10-Oct,2010,33.9850469,-118.4694832
4106,10/25/2010 9:00,Yuba City,10/25/2010,10-Oct,2010,39.1404477,-121.6169108
4105,10/27/2010 14:00,Meadow Vista,10/27/2010,10-Oct,2010,39.0010079,-121.0218887
4104,10/28/2010 19:27,Tracy,10/28/2010,10-Oct,2010,37.7396513,-121.4252227
4103,10/28/2010 22:40,Northridge,10/28/2010,10-Oct,2010,34.2381251,-118.530123
4102,10/31/2010 19:30,Northridge,10/31/2010,10-Oct,2010,34.2381251,-118.530123
4101,10/31/2010 22:15,Dunsmuir,10/31/2010,10-Oct,2010,41.2082089,-122.2719529
4100,11/1/2010 11:00,Los Angeles,11/1/2010,10-Nov,2010,34.0522342,-118.2436849
4099,11/1/2010 20:15,Los Angeles,11/1/2010,10-Nov,2010,34.0522342,-118.2436849
4098,11/1/2010 21:20,Tracy,11/1/2010,10-Nov,2010,37.7396513,-121.4252227
4097,11/2/2010 7:00,Oxnard,11/2/2010,10-Nov,2010,34.1975048,-119.1770516
4096,11/2/2010 19:05,San Mateo,11/2/2010,10-Nov,2010,37.5629917,-122.3255254
4095,11/2/2010 19:30,Berkeley,11/2/2010,10-Nov,2010,37.8715926,-122.272747
4094,11/2/2010 21:30,Los Angeles,11/2/2010,10-Nov,2010,34.0522342,-118.2436849
4093,11/3/2010 11:50,Inglewood,11/3/2010,10-Nov,2010,33.9616801,-118.3531311
4092,11/3/2010 19:15,Cedarville,11/3/2010,10-Nov,2010,41.5290606,-120.1732781
4091,11/4/2010 10:30,Grover Beach,11/4/2010,10-Nov,2010,35.1216424,-120.6212821
4090,11/4/2010 12:25,Upland,11/4/2010,10-Nov,2010,34.09751,-117.6483876
4089,11/4/2010 12:48,San Diego,11/4/2010,10-Nov,2010,32.715738,-117.1610838
4088,11/4/2010 16:40,Venice,11/4/2010,10-Nov,2010,33.9850469,-118.4694832
4086,11/5/2010 19:00,Oxnard,11/5/2010,10-Nov,2010,34.1975048,-119.1770516
4085,11/5/2010 19:30,Port Hueneme,11/5/2010,10-Nov,2010,34.1477829,-119.1951074
4084,11/5/2010 21:00,Thousand Oaks,11/5/2010,10-Nov,2010,34.1705609,-118.8375937
4083,11/5/2010 22:30,Jackson,11/5/2010,10-Nov,2010,38.3488023,-120.7741018
4082,11/6/2010 0:14,Visalia,11/6/2010,10-Nov,2010,36.3302284,-119.2920585
4080,11/6/2010 22:00,Sedona,11/6/2010,10-Nov,2010,33.6914185,-117.6691528
4079,11/6/2010 22:00,Corona del Mar,11/6/2010,10-Nov,2010,33.5978595,-117.8730142
4081,11/6/2010 22:00,Hermosa Beach,11/6/2010,10-Nov,2010,33.8622366,-118.3995194
4078,11/8/2010 10:44,Huntington Beach,11/8/2010,10-Nov,2010,33.660297,-117.9992265
4077,11/8/2010 18:30,Glendale,11/8/2010,10-Nov,2010,34.1425078,-118.255075
4076,11/8/2010 21:30,Fontana,11/8/2010,10-Nov,2010,34.0922335,-117.435048
4075,11/8/2010 21:35,Palmdale,11/8/2010,10-Nov,2010,34.5794343,-118.1164613
4073,11/10/2010 9:00,Atwater,11/10/2010,10-Nov,2010,37.3477174,-120.609084
4072,11/10/2010 22:00,Campo Seco,11/10/2010,10-Nov,2010,38.22714,-120.8532709
4071,11/11/2010 1:00,Folsom,11/11/2010,10-Nov,2010,38.6779591,-121.1760583
4070,11/11/2010 19:00,Sacramento,11/11/2010,10-Nov,2010,38.5815719,-121.4943996
4069,11/11/2010 23:30,Laguna Hills,11/11/2010,10-Nov,2010,33.590277,-117.6962824
4068,11/12/2010 18:30,San Francisco,11/12/2010,10-Nov,2010,37.7749295,-122.4194155
4067,11/13/2010 7:11,West Covina,11/13/2010,10-Nov,2010,34.0686208,-117.9389526
4066,11/13/2010 10:00,Magalia,11/13/2010,10-Nov,2010,39.8121058,-121.5783059
4065,11/13/2010 20:30,Roseville,11/13/2010,10-Nov,2010,38.7521235,-121.2880059
4064,11/13/2010 20:45,San Jose,11/13/2010,10-Nov,2010,37.3382082,-121.8863286
4063,11/14/2010 19:33,San Pablo,11/14/2010,10-Nov,2010,37.9621457,-122.3455263
4062,11/15/2010 9:41,Bakersfield,11/15/2010,10-Nov,2010,35.3732921,-119.0187125
4061,11/15/2010 15:15,San Diego,11/15/2010,10-Nov,2010,32.715738,-117.1610838
4060,11/15/2010 21:30,Stockton,11/15/2010,10-Nov,2010,37.9577016,-121.2907796
4059,11/16/2010 7:30,Hayward,11/16/2010,10-Nov,2010,37.6688205,-122.0807964
4058,11/17/2010 7:00,San Bernardino,11/17/2010,10-Nov,2010,34.1083449,-117.2897652
4057,11/18/2010 17:30,Olivehurst,11/18/2010,10-Nov,2010,39.0954484,-121.5521858
4056,11/18/2010 22:43,Martinez,11/18/2010,10-Nov,2010,38.0193657,-122.1341321
4055,11/20/2010 23:00,Fresno,11/20/2010,10-Nov,2010,36.7468422,-119.7725868
4054,11/21/2010 22:40,Orland,11/21/2010,10-Nov,2010,39.7473803,-122.1963748
4053,11/25/2010 20:00,San Francisco,11/25/2010,10-Nov,2010,37.7749295,-122.4194155
4052,11/25/2010 20:20,San Francisco,11/25/2010,10-Nov,2010,37.7749295,-122.4194155
4051,11/25/2010 22:00,Klamath,11/25/2010,10-Nov,2010,41.5265092,-124.0384069
4050,11/26/2010 4:00,Santa Paula,11/26/2010,10-Nov,2010,34.3541659,-119.0592705
4049,11/27/2010 2:00,West Hills,11/27/2010,10-Nov,2010,34.1973122,-118.6439809
4048,11/28/2010 22:00,Anaheim,11/28/2010,10-Nov,2010,33.8352932,-117.9145036
4047,11/28/2010 22:59,Sacramento,11/28/2010,10-Nov,2010,38.5815719,-121.4943996
4046,11/29/2010 20:30,La Puente,11/29/2010,10-Nov,2010,34.0200114,-117.9495083
4045,11/30/2010,Playa del Rey,11/30/2010,10-Nov,2010,33.9564194,-118.4422317
4044,11/30/2010 18:00,Menifee,11/30/2010,10-Nov,2010,33.6971468,-117.185294
4043,12/1/2010 17:30,Bakersfield,12/1/2010,10-Dec,2010,35.3732921,-119.0187125
4042,12/1/2010 21:30,Orinda,12/1/2010,10-Dec,2010,37.8771476,-122.1796888
4041,12/2/2010 17:45,Ridgecrest,12/2/2010,10-Dec,2010,35.6224561,-117.6708966
4040,12/3/2010 4:10,Stevenson Ranch,12/3/2010,10-Dec,2010,34.3931105,-118.5907538
4039,12/3/2010 21:00,Escondido,12/3/2010,10-Dec,2010,33.1192068,-117.086421
4038,12/3/2010 21:30,Thousand Oaks,12/3/2010,10-Dec,2010,34.1705609,-118.8375937
4037,12/4/2010 19:30,Inglewood,12/4/2010,10-Dec,2010,33.9616801,-118.3531311
4036,12/6/2010 12:00,Los Angeles,12/6/2010,10-Dec,2010,34.0522342,-118.2436849
4035,12/6/2010 18:00,Chino Hills,12/6/2010,10-Dec,2010,33.9898188,-117.7325848
4034,12/7/2010 5:20,Santee,12/7/2010,10-Dec,2010,32.8383828,-116.9739167
4033,12/8/2010 19:20,Fairfield,12/8/2010,10-Dec,2010,38.2493581,-122.0399663
4032,12/9/2010 13:13,Costa Mesa,12/9/2010,10-Dec,2010,33.6411316,-117.9186689
4031,12/9/2010 16:00,San Jose,12/9/2010,10-Dec,2010,37.3382082,-121.8863286
4030,12/9/2010 17:45,Dixon,12/9/2010,10-Dec,2010,38.4454641,-121.8232958
4029,12/9/2010 19:45,Corona,12/9/2010,10-Dec,2010,33.8752935,-117.5664384
4028,12/9/2010 20:00,Ventura,12/9/2010,10-Dec,2010,34.274646,-119.2290316
4027,12/10/2010 14:00,Rohnert Park,12/10/2010,10-Dec,2010,38.3396367,-122.7010984
4026,12/11/2010 5:36,temecula,12/11/2010,10-Dec,2010,33.4936391,-117.1483648
4025,12/11/2010 21:00,San Fernando Valley,12/11/2010,10-Dec,2010,34.1825782,-118.4396756
4024,12/12/2010 1:00,Lake Balboa / Los Angeles,12/12/2010,10-Dec,2010,34.2010832,-118.5010942
4023,12/13/2010 6:45,Los Angeles,12/13/2010,10-Dec,2010,34.0522342,-118.2436849
4022,12/15/2010 4:45,Palm Springs,12/15/2010,10-Dec,2010,33.8302961,-116.5452921
4021,12/15/2010 23:00,Campbell,12/15/2010,10-Dec,2010,37.2871651,-121.9499568
4020,12/16/2010 16:00,San Jose,12/16/2010,10-Dec,2010,37.3382082,-121.8863286
4019,12/17/2010 1:45,Valencia,12/17/2010,10-Dec,2010,34.4560447,-118.5713357
4018,12/18/2010 12:05,San Francisco,12/18/2010,10-Dec,2010,37.7749295,-122.4194155
4017,12/21/2010 0:22,Bay Point,12/21/2010,10-Dec,2010,38.0290872,-121.9616274
4016,12/23/2010 20:25,Castro Valley,12/23/2010,10-Dec,2010,37.6940973,-122.0863522
4015,12/26/2010 4:45,Oakland,12/26/2010,10-Dec,2010,37.8043637,-122.2711137
4014,12/26/2010 17:02,Fresno,12/26/2010,10-Dec,2010,36.7468422,-119.7725868
4013,12/26/2010 22:54,Anaheim,12/26/2010,10-Dec,2010,33.8352932,-117.9145036
4012,12/27/2010 14:00,Los Angeles,12/27/2010,10-Dec,2010,34.0522342,-118.2436849
4011,12/27/2010 18:15,West Covina,12/27/2010,10-Dec,2010,34.0686208,-117.9389526
4010,12/27/2010 20:00,Fremont,12/27/2010,10-Dec,2010,37.5482697,-121.9885719
4009,12/28/2010 20:38,Colusa,12/28/2010,10-Dec,2010,39.2143343,-122.0094175
4008,12/29/2010 1:45,Redding,12/29/2010,10-Dec,2010,40.5865396,-122.3916754
4007,12/30/2010 6:30,Napa,12/30/2010,10-Dec,2010,38.2975381,-122.286865
4006,12/30/2010 19:29,Cayucos,12/30/2010,10-Dec,2010,35.4427511,-120.8921254
4005,12/31/2010 6:10,Carmel,12/31/2010,10-Dec,2010,36.5552386,-121.9232879
4004,12/31/2010 21:00,Temecula,12/31/2010,10-Dec,2010,33.4936391,-117.1483648
4003,12/31/2010 21:14,Long Beach,12/31/2010,10-Dec,2010,33.7700504,-118.1937395
4002,1/1/2011 0:05,Redlands,1/1/2011,11-Jan,2011,34.0555693,-117.1825381
4001,1/1/2011 7:25,Murrieta,1/1/2011,11-Jan,2011,33.5539143,-117.2139232
4000,1/2/2011 3:32,Moreno Valley,1/2/2011,11-Jan,2011,33.9424658,-117.2296717
3999,1/2/2011 22:30,Crescent City,1/2/2011,11-Jan,2011,41.7557501,-124.2025913
3998,1/3/2011 22:40,National City,1/3/2011,11-Jan,2011,32.6781085,-117.0991967
3997,1/4/2011 21:45,Winchester,1/4/2011,11-Jan,2011,33.706966,-117.0844733
3996,1/5/2011 1:30,North Highlands,1/5/2011,11-Jan,2011,38.6857362,-121.3721745
3995,1/5/2011 6:00,San Francisco,1/5/2011,11-Jan,2011,37.7749295,-122.4194155
3994,1/6/2011 19:15,Wildomar,1/6/2011,11-Jan,2011,33.5989126,-117.2800372
3993,1/6/2011 19:20,Wildomar,1/6/2011,11-Jan,2011,33.5989126,-117.2800372
3992,1/6/2011 19:25,Wildomar,1/6/2011,11-Jan,2011,33.5989126,-117.2800372
3990,1/6/2011 19:30,Murrieta,1/6/2011,11-Jan,2011,33.5539143,-117.2139232
3991,1/6/2011 19:30,Wildomar,1/6/2011,11-Jan,2011,33.5989126,-117.2800372
3989,1/6/2011 20:30,Murrieta/Wildomar,1/6/2011,11-Jan,2011,33.6733523,-117.2060841
3988,1/6/2011 21:35,Menifee,1/6/2011,11-Jan,2011,33.6971468,-117.185294
3987,1/6/2011 21:35,Murrieta,1/6/2011,11-Jan,2011,33.5539143,-117.2139232
3986,1/6/2011 21:40,Murrieta,1/6/2011,11-Jan,2011,33.5539143,-117.2139232
3985,1/6/2011 21:40,Lake Elsinore,1/6/2011,11-Jan,2011,33.6680772,-117.3272615
3984,1/6/2011 21:45,Temecula,1/6/2011,11-Jan,2011,33.4936391,-117.1483648
3983,1/7/2011 7:30,Vista,1/7/2011,11-Jan,2011,33.2000368,-117.2425355
3982,1/9/2011 19:10,Brentwood,1/9/2011,11-Jan,2011,37.931868,-121.6957863
3981,1/10/2011 5:30,O'Neals,1/10/2011,11-Jan,2011,37.1269961,-119.6954483
3980,1/10/2011 9:45,Mira Mesa,1/10/2011,11-Jan,2011,32.9184763,-117.1382404
3979,1/11/2011 0:20,Garden Grove,1/11/2011,11-Jan,2011,33.7739053,-117.9414477
3978,1/12/2011 0:00,Diamond Bar to Riverside,1/12/2011,11-Jan,2011,34.0286226,-117.8103367
3977,1/12/2011 8:52,San Jose,1/12/2011,11-Jan,2011,37.3382082,-121.8863286
3976,1/14/2011 22:00,Davis,1/14/2011,11-Jan,2011,38.5449065,-121.7405167
3975,1/15/2011 14:48,Valley Village,1/15/2011,11-Jan,2011,34.1633045,-118.3841777
3974,1/15/2011 16:45,Burbank,1/15/2011,11-Jan,2011,34.1808392,-118.3089661
3973,1/16/2011 17:30,Dealth Valley,1/16/2011,11-Jan,2011,36.5322649,-116.9325408
3972,1/16/2011 23:00,South San Francisco,1/16/2011,11-Jan,2011,37.654656,-122.4077498
3971,1/18/2011 10:36,American Canyon,1/18/2011,11-Jan,2011,38.1749178,-122.2608044
3970,1/19/2011 14:50,Citrus Heights,1/19/2011,11-Jan,2011,38.7071247,-121.2810611
3969,1/21/2011 18:45,Napa,1/21/2011,11-Jan,2011,38.2975381,-122.286865
3968,1/23/2011 4:30,Tehachapi,1/23/2011,11-Jan,2011,35.1321877,-118.4489739
3967,1/23/2011 17:00,Simi Valley,1/23/2011,11-Jan,2011,34.2694474,-118.781482
3966,1/24/2011 17:30,Lancaster,1/24/2011,11-Jan,2011,34.6867846,-118.1541632
3965,1/25/2011 17:00,San Ramon,1/25/2011,11-Jan,2011,37.7799273,-121.9780153
3964,1/25/2011 19:11,Riverside,1/25/2011,11-Jan,2011,33.9533487,-117.3961564
3963,1/26/2011 22:15,San Francisco,1/26/2011,11-Jan,2011,37.7749295,-122.4194155
3962,1/27/2011 1:00,El Cajon,1/27/2011,11-Jan,2011,32.7947731,-116.9625269
3961,1/27/2011 9:55,Watsonville,1/27/2011,11-Jan,2011,36.910231,-121.7568946
3960,1/27/2011 19:00,Los Angeles,1/27/2011,11-Jan,2011,34.0522342,-118.2436849
3959,1/28/2011 20:45,Encinitas,1/28/2011,11-Jan,2011,33.0369867,-117.2919818
3958,1/29/2011 23:30,Chino,1/29/2011,11-Jan,2011,34.0122346,-117.688944
3957,1/31/2011 20:00,Sacramento,1/31/2011,11-Jan,2011,38.5815719,-121.4943996
3956,2/2/2011 0:15,Redding,2/2/2011,11-Feb,2011,40.5865396,-122.3916754
3955,2/3/2011 19:12,Aliso Viejo,2/3/2011,11-Feb,2011,33.5676842,-117.7256083
3954,2/5/2011 17:00,San Diego,2/5/2011,11-Feb,2011,32.715738,-117.1610838
3953,2/5/2011 17:30,Roseville,2/5/2011,11-Feb,2011,38.7521235,-121.2880059
3952,2/5/2011 17:35,Indio,2/5/2011,11-Feb,2011,33.7205771,-116.2155619
3951,2/5/2011 17:41,Pomona,2/5/2011,11-Feb,2011,34.055103,-117.7499909
3950,2/5/2011 20:00,Huntington Beach,2/5/2011,11-Feb,2011,33.660297,-117.9992265
3949,2/6/2011 0:08,Seaside,2/6/2011,11-Feb,2011,36.6149217,-121.822098
3948,2/6/2011 1:00,Fair Oaks,2/6/2011,11-Feb,2011,38.6446264,-121.2721718
3947,2/6/2011 4:25,Whittier,2/6/2011,11-Feb,2011,33.9791793,-118.032844
3946,2/6/2011 19:15,Capitola,2/6/2011,11-Feb,2011,36.9752283,-121.953293
3945,2/6/2011 19:30,Orange County,2/6/2011,11-Feb,2011,33.7174708,-117.8311428
3944,2/6/2011 20:00,Modesto,2/6/2011,11-Feb,2011,37.6390972,-120.9968782
3943,2/7/2011 18:00,Redondo Beach,2/7/2011,11-Feb,2011,33.8491816,-118.3884078
3941,2/7/2011 19:30,Oak Park,2/7/2011,11-Feb,2011,34.1791715,-118.7628685
3942,2/7/2011 19:30,Oak Park,2/7/2011,11-Feb,2011,34.1791715,-118.7628685
3940,2/8/2011 18:00,Rancho Cordova,2/8/2011,11-Feb,2011,38.5890723,-121.302728
3939,2/9/2011 12:15,Lake Forest,2/9/2011,11-Feb,2011,33.6469661,-117.689218
3938,2/10/2011 16:40,Fresno,2/10/2011,11-Feb,2011,36.7468422,-119.7725868
3937,2/10/2011 22:15,Bakersfield,2/10/2011,11-Feb,2011,35.3732921,-119.0187125
3936,2/10/2011 23:00,Laguna Beach,2/10/2011,11-Feb,2011,33.5422475,-117.7831104
3935,2/11/2011 11:30,Sacramento,2/11/2011,11-Feb,2011,38.5815719,-121.4943996
3934,2/11/2011 13:43,Lakewood,2/11/2011,11-Feb,2011,33.8536269,-118.1339563
3933,2/11/2011 14:00,San Diego,2/11/2011,11-Feb,2011,32.715738,-117.1610838
3932,2/11/2011 15:00,Brea,2/11/2011,11-Feb,2011,33.9166805,-117.9000604
3931,2/12/2011 17:00,Palos Verdes,2/12/2011,11-Feb,2011,33.7444613,-118.3870173
3930,2/12/2011 22:00,Carlsbad,2/12/2011,11-Feb,2011,33.1580933,-117.3505939
3929,2/12/2011 22:00,Clovis,2/12/2011,11-Feb,2011,36.8252277,-119.7029194
3928,2/13/2011 20:00,San Bernardino,2/13/2011,11-Feb,2011,34.1083449,-117.2897652
3927,2/15/2011,Indian Wells,2/15/2011,11-Feb,2011,33.717631,-116.3407549
3926,2/15/2011 21:05,Parker,2/15/2011,11-Feb,2011,37.2540245,-121.9373561
3925,2/16/2011 19:02,Santa Maria,2/16/2011,11-Feb,2011,34.9530337,-120.4357191
3924,2/18/2011 17:03,Apple Valley,2/18/2011,11-Feb,2011,34.5008311,-117.1858759
3923,2/18/2011 20:30,Chino Hills,2/18/2011,11-Feb,2011,33.9898188,-117.7325848
3922,2/19/2011 20:15,Sacramento,2/19/2011,11-Feb,2011,38.5815719,-121.4943996
3921,2/20/2011 15:20,Huntington Beach,2/20/2011,11-Feb,2011,33.660297,-117.9992265
3920,2/20/2011 19:45,Fullerton,2/20/2011,11-Feb,2011,33.8703596,-117.9242966
3919,2/20/2011 21:50,San Diego,2/20/2011,11-Feb,2011,32.715738,-117.1610838
3918,2/20/2011 22:30,Fontana,2/20/2011,11-Feb,2011,34.0922335,-117.435048
3917,2/21/2011 18:00,Palm Spring/Indio,2/21/2011,11-Feb,2011,33.7775124,-116.2929404
3916,2/21/2011 19:15,Marysville,2/21/2011,11-Feb,2011,39.1457253,-121.5913547
3915,2/22/2011 19:40,Redding,2/22/2011,11-Feb,2011,40.5865396,-122.3916754
3914,2/22/2011 22:18,Prunedale,2/22/2011,11-Feb,2011,36.7757907,-121.6696689
3913,2/23/2011 2:05,Van Nuys,2/23/2011,11-Feb,2011,34.1898566,-118.451357
3912,2/23/2011 19:40,Urrieta,2/23/2011,11-Feb,2011,33.5539143,-117.2139232
3911,2/23/2011 22:00,Cathedral City,2/23/2011,11-Feb,2011,33.7805388,-116.4668036
3910,2/24/2011 21:30,Carpinteria,2/24/2011,11-Feb,2011,34.3988838,-119.5184564
3909,2/24/2011 22:30,Escondido,2/24/2011,11-Feb,2011,33.1192068,-117.086421
3908,2/26/2011 0:10,Oakland,2/26/2011,11-Feb,2011,37.8043637,-122.2711137
3907,2/26/2011 22:15,Pacific Grove,2/26/2011,11-Feb,2011,36.6177374,-121.9166215
3906,2/27/2011 23:00,Santa Rosa,2/27/2011,11-Feb,2011,38.440429,-122.7140548
3905,2/28/2011 9:35,Fresno,2/28/2011,11-Feb,2011,36.7468422,-119.7725868
3904,2/28/2011 10:00,Imperial Beach,2/28/2011,11-Feb,2011,32.5839444,-117.1130849
3903,2/28/2011 10:10,Paso Robles,2/28/2011,11-Feb,2011,35.6368759,-120.6545022
3902,2/28/2011 15:30,West Covina,2/28/2011,11-Feb,2011,34.0686208,-117.9389526
3901,2/28/2011 20:00,Ridgecrest,2/28/2011,11-Feb,2011,35.6224561,-117.6708966
3900,3/1/2011 15:30,San Bernardino,3/1/2011,11-Mar,2011,34.1083449,-117.2897652
3899,3/2/2011 5:40,San Diego,3/2/2011,11-Mar,2011,32.715738,-117.1610838
3898,3/2/2011 16:25,Escondido,3/2/2011,11-Mar,2011,33.1192068,-117.086421
3897,3/2/2011 22:00,Irvine,3/2/2011,11-Mar,2011,33.6839473,-117.7946942
3896,3/3/2011 21:00,Fort Bragg,3/3/2011,11-Mar,2011,39.445723,-123.8052935
3895,3/4/2011 2:10,Littlerock,3/4/2011,11-Mar,2011,34.521104,-117.9836793
3894,3/4/2011 22:00,Tracy,3/4/2011,11-Mar,2011,37.7396513,-121.4252227
3893,3/5/2011 3:00,Downey,3/5/2011,11-Mar,2011,33.9401088,-118.1331593
3892,3/5/2011 23:05,Vista,3/5/2011,11-Mar,2011,33.2000368,-117.2425355
3891,3/6/2011 5:30,Valley Center,3/6/2011,11-Mar,2011,33.2183701,-117.0341967
3890,3/6/2011 16:45,Camp Pendleton,3/6/2011,11-Mar,2011,33.3178416,-117.3205123
3889,3/7/2011 1:00,Sierraville,3/7/2011,11-Mar,2011,39.5895383,-120.3669804
3888,3/7/2011 19:45,Van Nuys,3/7/2011,11-Mar,2011,34.1898566,-118.451357
3886,3/8/2011 19:30,Canoga Park,3/8/2011,11-Mar,2011,34.208254,-118.6058609
3887,3/8/2011 19:30,W. Sacramento,3/8/2011,11-Mar,2011,38.5804609,-121.530234
3885,3/9/2011 6:20,Oceanside,3/9/2011,11-Mar,2011,33.1958696,-117.3794834
3884,3/10/2011 3:00,San Diego,3/10/2011,11-Mar,2011,32.715738,-117.1610838
3883,3/10/2011 17:40,Running Springs,3/10/2011,11-Mar,2011,34.2077859,-117.1092049
3882,3/10/2011 18:00,Avalon,3/10/2011,11-Mar,2011,33.3428193,-118.3282279
3881,3/10/2011 19:30,Carmel,3/10/2011,11-Mar,2011,36.5552386,-121.9232879
3880,3/10/2011 23:52,Gilroy,3/10/2011,11-Mar,2011,37.0057816,-121.5682751
3879,3/11/2011 0:00,Los Angeles,3/11/2011,11-Mar,2011,34.0522342,-118.2436849
3878,3/11/2011 1:30,Orland,3/11/2011,11-Mar,2011,39.7473803,-122.1963748
